날짜,종가,거래량,시가,최고가,최저가
2024-05-06,"251,274",84390250,"249,968","255,082","247,792"
2024-05-03,"246,418",75491540,"247,656","251,301","242,651"
2024-05-02,"244,814",89148040,"248,690","251,056","239,387"
2024-05-01,"244,786",92829720,"247,520","252,770","243,454"
2024-04-30,"249,261",127031800,"254,293","259,692","248,663"
2024-04-29,"263,908",243869700,"256,251","270,463","250,974"
2024-04-26,"228,874",109815700,"229,636","234,083","226,263"
2024-04-25,"231,445",126427500,"216,186","232,397","215,370"
2024-04-24,"220,497",181178000,"221,462","228,439","214,214"
2024-04-23,"196,765",124545100,"194,929","200,274","191,910"
2024-04-22,"193,188",107097600,"191,162","196,438","188,771"
2024-04-19,"199,988",87074500,"202,599","205,278","198,859"
2024-04-18,"203,905",96098830,"205,700","206,992","202,232"
2024-04-17,"211,412",82439720,"214,390","215,329","209,141"
2024-04-16,"213,670",96999960,"213,169","215,138","209,100"
2024-04-15,"219,613",100245300,"231,526","232,138","219,477"
2024-04-12,"232,628",64722670,"234,382","236,381","231,696"
2024-04-11,"237,456",94515990,"234,668","239,197","229,174"
2024-04-10,"233,594",84532410,"235,334","237,905","231,214"
2024-04-09,"240,557",103232700,"235,158","243,739","233,811"
2024-04-08,"235,253",104423300,"230,302","237,320","228,194"
2024-04-05,"224,264",143157600,"229,949","232,370","218,294"
2024-04-04,"232,710",123162000,"231,295","240,978","228,494"
2024-04-03,"228,997",82950140,"223,067","229,595","222,061"
2024-04-02,"226,617",116650600,"224,060","228,058","222,265"
2024-04-01,"238,299",81562130,"239,591","240,380","231,486"
2024-03-28,"239,074",77654840,"241,332","244,215","238,408"
2024-03-27,"244,569",81804040,"246,718","247,398","239,360"
2024-03-26,"241,631",113186200,"242,869","250,580","241,237"
2024-03-25,"234,777",74228620,"229,514","238,326","229,473"
2024-03-22,"232,329",75580640,"226,698","232,832","226,168"
2024-03-21,"235,035",73178010,"239,890","242,325","233,648"
2024-03-20,"238,898",83846730,"235,280","239,700","232,315"
2024-03-19,"232,995",77271430,"234,410","235,035","227,691"
2024-03-18,"236,368",108214400,"231,227","237,619","225,624"
2024-03-15,"222,455",97146830,"221,898","224,651","218,634"
2024-03-14,"221,000",126325700,"228,167","232,791","218,294"
2024-03-13,"230,493",106524500,"235,348","239,428","230,044"
2024-03-12,"241,454",87391680,"241,767","244,025","234,478"
2024-03-11,"241,767",85391530,"238,605","248,703","237,728"
2024-03-08,"238,462",85544640,"246,840","248,513","237,592"
2024-03-07,"242,964",102129000,"237,116","244,854","236,232"
2024-03-06,"240,094",107920900,"244,786","246,943","236,232"
2024-03-05,"245,806",119660800,"248,948","251,042","241,495"
2024-03-04,"255,870",134334900,"270,273","271,660","253,939"
2024-03-01,"275,590",82243120,"272,707","278,147","269,960"
2024-02-29,"274,557",85906970,"277,685","279,181","269,887"
2024-02-28,"274,774",99806170,"272,571","279,208","269,878"
2024-02-27,"271,633",108645400,"277,494","279,616","269,634"
2024-02-26,"271,184",111747100,"261,514","274,421","261,120"
2024-02-23,"261,079",78841920,"265,622","268,695","260,440"
2024-02-22,"268,478",92739460,"263,840","269,715","260,250"
2024-02-21,"264,887",103844000,"262,970","271,238","261,052"
2024-02-20,"263,514",104545800,"266,737","270,096","257,217"
2024-02-16,"271,932",111346700,"274,802","276,311","268,464"
2024-02-15,"272,612",120831800,"257,258","273,197","256,849"
2024-02-14,"256,646",81202990,"252,008","256,890","249,356"
2024-02-13,"250,267",86759480,"250,226","254,674","247,668"
2024-02-12,"255,857",95498600,"261,270","264,833","254,701"
2024-02-09,"263,255",84476350,"258,645","264,003","257,693"
2024-02-08,"257,802",83034040,"257,040","260,599","252,389"
2024-02-07,"255,109",111535200,"255,925","258,114","248,445"
2024-02-06,"251,736",122676000,"241,006","253,626","240,870"
2024-02-05,"246,242",134294400,"250,594","251,165","238,014"
2024-02-02,"255,558",110612700,"251,654","256,618","247,520"
2024-02-01,"256,850",91843280,"256,360","258,237","250,621"
2024-01-31,"254,714",103221400,"254,313","263,799","252,750"
2024-01-30,"260,562",109982300,"265,649","267,049","259,230"
2024-01-29,"259,665",125013100,"252,457","260,413","249,791"
2024-01-26,"249,220",107343200,"252,280","254,021","247,656"
2024-01-25,"248,377",198076800,"257,992","262,480","244,882"
2024-01-24,"282,649",123369900,"288,157","289,313","281,207"
2024-01-23,"284,430",106605900,"287,368","293,284","282,542"
2024-01-22,"283,968",117952500,"288,674","296,208","280,527"
2024-01-19,"288,578",102260300,"285,586","289,938","282,282"
2024-01-18,"288,157",108595400,"294,957","295,732","283,886"
2024-01-17,"293,148",103164400,"292,210","293,311","288,334"
2024-01-16,"299,078",115355000,"292,536","303,946","288,565"
2024-01-12,"297,690",123043800,"299,309","306,462","295,324"
2024-01-11,"309,019",105873600,"313,575","314,065","306,503"
2024-01-10,"318,158",91628500,"319,736","320,280","314,554"
2024-01-09,"319,546",96705660,"323,830","324,992","315,574"
2024-01-08,"327,012",85166580,"321,150","328,100","320,008"
2024-01-05,"322,986",92488940,"322,130","326,563","319,464"
2024-01-04,"323,585",102629300,"325,380","330,072","323,313"
2024-01-03,"324,292",121082600,"333,173","334,125","321,395"
2024-01-02,"337,851",104654200,"340,109","341,700","332,398"
2023-12-29,"337,933",100891600,"346,936","347,058","336,505"
2023-12-28,"344,325",113619900,"358,578","360,577","343,686"
2023-12-27,"355,558",106494400,"351,356","358,142","350,227"
2023-12-26,"348,990",86892380,"346,106","350,839","343,958"
2023-12-22,"343,454",93370090,"349,194","351,179","341,863"
2023-12-21,"346,120",109594200,"342,584","346,528","338,028"
2023-12-20,"336,110",125097000,"348,718","353,382","335,920"
2023-12-19,"349,819",106737400,"344,733","351,342","344,094"
2023-12-18,"342,829",116416500,"345,141","351,886","341,850"
2023-12-15,"344,760",135932800,"341,646","345,617","337,688"
2023-12-14,"341,428",160829200,"328,059","345,277","327,474"
2023-12-13,"325,434",146286300,"318,498","326,808","310,352"
2023-12-12,"322,334",95328310,"324,428","325,026","318,063"
2023-12-11,"326,046",97913890,"330,126","331,080","322,932"
2023-12-08,"331,622",103126800,"326,767","333,567","325,407"
2023-12-07,"329,990",107142300,"328,508","331,949","322,293"
2023-12-06,"325,543",126436200,"330,371","335,335","325,272"
2023-12-05,"324,659",137971100,"318,063","335,458","317,832"
2023-12-04,"320,389",104099800,"320,620","325,548","317,275"
2023-12-01,"324,809",121331700,"317,070","326,658","315,384"
2023-11-30,"326,509",132353200,"333,390","333,499","322,198"
2023-11-29,"332,030",135401300,"338,926","343,740","330,154"
2023-11-28,"335,539",148549900,"321,885","335,920","318,254"
2023-11-27,"321,069",112031800,"322,170","324,129","315,656"
2023-11-24,"320,212",65125200,"317,900","324,700","315,969"
2023-11-22,"318,526",118117100,"329,174","331,854","314,704"
2023-11-21,"328,032",122288000,"319,654","331,323","317,342"
2023-11-20,"320,416",116562400,"318,294","322,456","314,187"
2023-11-17,"318,648",142766200,"315,520","322,850","308,094"
2023-11-16,"317,682",136816800,"325,706","327,597","314,106"
2023-11-15,"330,262",150354000,"325,434","335,512","321,572"
2023-11-14,"322,878",149771600,"319,641","323,864","313,779"
2023-11-13,"304,246",140447600,"293,216","306,544","287,790"
2023-11-10,"291,924",131310100,"285,641","292,917","279,738"
2023-11-09,"285,573",142110500,"298,860","300,288","281,085"
2023-11-08,"302,070",106584800,"303,484","304,844","295,990"
2023-11-07,"302,165",116900100,"299,173","303,443","293,379"
2023-11-06,"298,207",117335800,"304,613","307,795","292,400"
2023-11-03,"299,146",119534800,"300,764","307,863","297,024"
2023-11-02,"297,174",125987600,"289,639","298,112","287,572"
2023-11-01,"279,698",121661700,"277,494","280,146","269,076"
2023-10-31,"273,142",118068300,"266,723","275,808","263,935"
2023-10-30,"268,410",136448200,"284,621","286,797","264,751"
2023-10-27,"281,928",94881170,"286,416","288,878","279,847"
2023-10-26,"279,834",115112600,"287,395","292,128","278,637"
2023-10-25,"288,891",107065100,"293,597","299,336","288,592"
2023-10-24,"294,467",118231100,"294,440","301,988","291,190"
2023-10-23,"288,429",150683400,"285,600","295,093","275,414"
2023-10-20,"288,306",138010100,"295,134","297,650","286,171"
2023-10-19,"299,350",170772700,"307,292","313,630","294,821"
2023-10-18,"330,045",125147800,"343,672","346,297","329,229"
2023-10-17,"346,596",93562910,"340,136","349,769","336,029"
2023-10-16,"345,331",88917180,"340,068","347,344","337,933"
2023-10-13,"341,523",102296800,"352,104","353,056","340,299"
2023-10-12,"352,063",111508100,"357,571","360,958","349,018"
2023-10-11,"357,666",103706300,"362,032","365,296","354,824"
2023-10-10,"358,523",122656000,"350,540","365,758","350,404"
2023-10-09,"353,151",101377900,"347,222","355,450","342,788"
2023-10-06,"354,321",118121800,"345,413","355,844","340,884"
2023-10-05,"353,668",119159200,"353,600","358,496","348,500"
2023-10-04,"355,178",129721600,"337,470","356,130","336,736"
2023-10-03,"335,281",101985300,"338,110","340,027","332,452"
2023-10-02,"342,176",123810400,"332,942","345,821","329,963"
2023-09-29,"340,299",128522700,"340,000","346,487","335,036"
2023-09-28,"335,077",117058900,"326,427","336,668","324,564"
2023-09-27,"327,080",136597200,"332,196","333,649","319,029"
2023-09-26,"332,003",101993600,"330,453","339,388","328,658"
2023-09-25,"335,906",104636600,"330,997","336,056","324,102"
2023-09-22,"333,037",127524100,"350,064","350,593","332,493"
2023-09-21,"347,752",119951500,"350,676","354,770","345,726"
2023-09-20,"357,122",122514600,"363,174","372,545","356,946"
2023-09-19,"362,440",103704000,"359,516","364,276","355,232"
2023-09-18,"360,781",101543300,"368,778","369,158","358,714"
2023-09-15,"373,170",133692300,"377,468","379,413","368,560"
2023-09-14,"375,414",107709800,"368,995","376,325","367,771"
2023-09-13,"368,968",111673700,"367,295","373,973","364,616"
2023-09-12,"363,773",135999900,"368,234","378,610","362,576"
2023-09-11,"372,069",174667900,"359,407","373,796","354,430"
2023-09-08,"337,960",118559600,"341,659","348,867","335,471"
2023-09-07,"342,026",115312900,"333,295","343,822","330,840"
2023-09-06,"342,611",116959800,"346,984","347,330","333,282"
2023-09-05,"348,826",129469600,"333,200","350,880","333,010"
2023-09-01,"333,214",132541600,"349,874","352,348","329,134"
2023-08-31,"350,989",108861700,"348,133","355,205","346,868"
2023-08-30,"349,384",121988400,"345,712","354,294","340,802"
2023-08-29,"349,765",134047600,"324,469","350,173","323,367"
2023-08-28,"324,795",107673700,"329,909","332,357","320,076"
2023-08-25,"324,482",106612200,"314,582","325,040","313,276"
2023-08-24,"312,854",99777430,"324,578","324,931","310,325"
2023-08-23,"322,130",101077600,"311,902","325,013","311,834"
2023-08-22,"317,138",130597900,"326,740","327,515","312,188"
2023-08-21,"314,541",135702700,"301,310","315,703","299,989"
2023-08-18,"293,066",136276600,"291,203","295,909","288,810"
2023-08-17,"298,139",120718400,"307,442","308,366","297,609"
2023-08-16,"306,816",112484500,"310,107","318,199","306,517"
2023-08-15,"316,826",88197600,"324,673","327,080","316,350"
2023-08-14,"326,074",98595330,"320,552","327,298","317,900"
2023-08-11,"330,004",99038640,"328,807","331,554","323,707"
2023-08-10,"333,662",109498600,"333,744","342,448","330,480"
2023-08-09,"329,378",101596300,"341,183","341,496","328,984"
2023-08-08,"339,592",96642180,"336,532","341,251","333,214"
2023-08-07,"341,972",111097900,"341,972","344,965","330,154"
2023-08-04,"345,250",99539910,"354,919","360,087","344,230"
2023-08-03,"352,675",97829550,"342,774","354,266","342,720"
2023-08-02,"345,590",101752900,"347,575","352,947","340,666"
2023-08-01,"355,055",83645720,"362,114","362,399","353,940"
2023-07-31,"363,705",84582170,"363,773","365,949","358,741"
2023-07-28,"362,358",111446000,"353,410","363,460","351,194"
2023-07-27,"347,766",103697300,"364,902","366,017","347,208"
2023-07-26,"359,516",95856180,"358,020","364,534","355,980"
2023-07-25,"360,781",112757300,"370,437","371,144","360,400"
2023-07-24,"365,922",137005000,"347,956","366,996","345,603"
2023-07-21,"353,627",161796100,"364,480","364,480","347,888"
2023-07-20,"357,544",175158300,"380,202","382,065","355,232"
2023-07-19,"396,114",142355400,"402,614","407,034","393,747"
2023-07-18,"398,942",112434700,"394,604","401,554","388,974"
2023-07-17,"394,917",131569600,"389,810","397,433","385,655"
2023-07-14,"382,677",120062400,"376,734","388,008","375,782"
2023-07-13,"377,944",112681500,"373,442","380,052","368,016"
2023-07-12,"369,906",95672140,"375,802","376,067","369,186"
2023-07-11,"366,914",91972360,"365,364","368,424","362,263"
2023-07-10,"366,670",119425400,"375,999","377,427","360,536"
2023-07-07,"373,225",113879200,"378,665","381,861","372,327"
2023-07-06,"376,094",120707400,"378,202","380,759","371,117"
2023-07-05,"384,173",131530900,"379,195","386,036","377,536"
2023-07-03,"380,555",118999000,"376,026","386,580","374,150"
2023-06-30,"356,007",112620800,"354,416","359,652","353,450"
2023-06-29,"350,200",131283400,"350,921","354,606","344,910"
2023-06-28,"348,486",159770800,"339,592","353,437","338,490"
2023-06-27,"340,286",164968200,"330,806","340,530","327,556"
2023-06-26,"327,828",179990600,"340,088","351,383","327,352"
2023-06-23,"348,976",177460800,"352,634","356,932","343,808"
2023-06-22,"359,870",166875900,"341,047","360,400","337,620"
2023-06-21,"352,866",211797100,"374,177","376,706","350,581"
2023-06-20,"373,252",165611200,"355,640","373,660","355,123"
2023-06-16,"354,334",167915600,"352,131","358,496","349,804"
2023-06-15,"348,024",160171200,"337,824","352,172","336,314"
2023-06-14,"349,234",170575500,"353,831","355,735","340,680"
2023-06-13,"351,846",162384300,"344,774","353,165","341,822"
2023-06-12,"339,769",150740500,"337,198","341,319","332,642"
2023-06-09,"332,384",200242400,"338,735","343,291","329,147"
2023-06-08,"319,410",164489700,"304,939","319,913","303,294"
2023-06-07,"305,415",185710800,"310,080","313,928","303,552"
2023-06-06,"300,982",146911600,"293,950","301,798","289,041"
2023-06-05,"295,950",151143100,"296,208","300,954","291,747"
2023-06-02,"290,999",164398400,"285,804","295,460","285,263"
2023-06-01,"282,227",148029900,"275,522","285,328","271,143"
2023-05-31,"277,345",150711700,"271,701","277,372","265,363"
2023-05-30,"273,578",128818700,"272,136","278,093","268,641"
2023-05-26,"262,711",162061500,"251,083","270,096","250,961"
2023-05-25,"250,879",96870720,"253,694","254,021","245,589"
2023-05-24,"248,744",137605100,"247,833","250,539","242,379"
2023-05-23,"252,647",156952100,"253,232","262,426","251,954"
2023-05-22,"256,863",132001400,"245,752","257,475","244,950"
2023-05-19,"244,990",136196700,"240,951","247,452","239,782"
2023-05-18,"240,570",109520300,"236,939","240,802","234,532"
2023-05-17,"236,450",125473600,"229,038","237,320","227,372"
2023-05-16,"226,467",98288790,"225,284","230,545","223,516"
2023-05-15,"226,236",105592500,"228,011","230,874","223,788"
2023-05-12,"228,453",157849600,"239,455","241,237","227,433"
2023-05-11,"234,029",103889900,"229,432","236,055","226,834"
2023-05-10,"229,214",119840700,"234,668","237,225","226,685"
2023-05-09,"230,044",88965040,"229,772","230,955","226,522"
2023-05-08,"233,634",112249400,"236,259","236,368","230,098"
2023-05-05,"231,282",107607300,"222,999","232,274","222,374"
2023-05-04,"219,232",95108490,"221,286","221,612","217,124"
2023-05-03,"218,430",119728000,"217,614","224,400","217,478"
2023-05-02,"218,022",128259700,"220,157","225,066","216,145"
2023-05-01,"220,089",109015000,"221,911","222,061","216,009"
2023-04-28,"223,462",122515800,"218,824","224,400","213,955"
2023-04-27,"217,858",127015200,"207,590","218,253","207,223"
2023-04-26,"209,100",153364100,"217,994","218,511","208,270"
2023-04-25,"218,511",121999300,"217,355","222,319","215,900"
2023-04-24,"221,068",140006600,"223,924","225,284","215,710"
2023-04-21,"224,509",123539000,"224,128","225,760","219,396"
2023-04-20,"221,666",210970800,"225,984","230,792","218,362"
2023-04-19,"245,602",125732700,"243,576","249,560","241,604"
2023-04-18,"250,662",92067020,"254,524","255,258","249,665"
2023-04-17,"254,374",116662200,"253,395","257,978","248,458"
2023-04-14,"251,600",96438660,"250,172","253,341","247,534"
2023-04-13,"252,824",112933000,"248,819","253,640","246,078"
2023-04-12,"245,534",150256300,"259,406","260,555","245,222"
2023-04-11,"254,034",115770900,"253,898","257,298","252,481"
2023-04-10,"250,934",142154600,"244,718","251,736","239,510"
2023-04-06,"251,682",123857900,"248,989","253,490","244,446"
2023-04-05,"252,307",133882500,"259,100","259,325","249,914"
2023-04-04,"261,909",126463800,"268,355","270,293","258,835"
2023-04-03,"264,887",169545900,"271,878","275,658","261,392"
2023-03-31,"282,146",170222100,"268,641","282,594","268,192"
2023-03-30,"265,581",110252200,"265,989","268,369","264,411"
2023-03-29,"263,677",123660000,"262,657","265,594","257,638"
2023-03-28,"257,298",98654640,"261,120","261,596","252,185"
2023-03-27,"260,862",120851600,"264,404","268,450","258,318"
2023-03-24,"258,958",116531600,"260,644","261,610","254,524"
2023-03-23,"261,419",144193900,"265,554","271,062","256,564"
2023-03-22,"259,964",150376400,"271,048","272,898","259,692"
2023-03-21,"268,709",153391400,"256,061","269,280","255,734"
2023-03-20,"249,220",129684400,"242,189","253,558","239,836"
2023-03-17,"244,977",133197100,"250,940","253,259","241,169"
2023-03-16,"250,417",121374500,"245,296","252,702","243,222"
2023-03-15,"245,412",145995600,"245,888","247,982","239,401"
2023-03-14,"249,234",143717900,"241,142","249,968","240,911"
2023-03-13,"237,293",167790300,"227,739","241,196","222,918"
2023-03-10,"235,878",191488900,"238,177","242,474","229,078"
2023-03-09,"235,171",170023800,"245,140","251,845","234,617"
2023-03-08,"247,520",151897800,"251,654","253,640","244,800"
2023-03-07,"255,286",148125800,"260,277","264,112","253,096"
2023-03-06,"263,582",128100100,"270,014","270,096","261,528"
2023-03-03,"268,994",154193300,"264,921","272,653","262,317"
2023-03-02,"259,624",181979200,"253,966","263,500","252,974"
2023-03-01,"275,767",156852800,"280,446","281,792","269,987"
2023-02-28,"279,766",153144900,"286,402","287,273","277,100"
2023-02-27,"282,377",161028300,"274,761","284,811","273,714"
2023-02-24,"267,757",142228100,"267,002","268,831","262,208"
2023-02-23,"274,815",146360000,"277,318","278,990","267,009"
2023-02-22,"273,170",191828500,"269,185","274,706","260,821"
2023-02-21,"268,423",180018600,"278,786","285,206","268,219"
2023-02-17,"283,302",213738500,"271,980","283,478","268,600"
2023-02-16,"274,774",229586500,"286,661","296,004","274,502"
2023-02-15,"291,366",182108600,"287,987","291,938","280,310"
2023-02-14,"284,580",216455700,"261,038","285,355","257,638"
2023-02-13,"264,710",172475500,"264,404","266,968","255,150"
2023-02-10,"267,770",204754100,"275,026","280,432","262,330"
2023-02-09,"281,955",215431400,"282,574","291,040","278,487"
2023-02-08,"273,754",180673600,"266,696","276,080","264,262"
2023-02-07,"267,662",186010300,"267,145","268,600","257,788"
2023-02-06,"264,874",186188100,"262,494","269,511","258,291"
2023-02-03,"258,373",232662000,"250,172","270,640","249,818"
2023-02-02,"256,047",217448300,"254,762","267,580","248,350"
2023-02-01,"246,718",213806300,"236,490","249,975","231,105"
2023-01-31,"235,579",196813500,"223,815","237,048","221,381"
2023-01-30,"226,658",230878800,"242,148","244,487","226,440"
2023-01-27,"241,944",306590600,"220,905","245,725","219,191"
2023-01-26,"217,967",234815100,"217,552","219,531","210,474"
2023-01-25,"196,425",192734300,"192,991","199,118","187,775"
2023-01-24,"195,690",158699100,"194,480","199,240","191,896"
2023-01-23,"195,500",203119200,"184,783","197,716","182,607"
2023-01-20,"181,451",138858100,"175,005","181,574","173,191"
2023-01-19,"172,951",170291900,"173,074","176,786","169,059"
2023-01-18,"175,141",195680300,"185,715","185,885","172,734"
2023-01-17,"178,826",186477000,"170,945","179,112","170,027"
2023-01-13,"166,464",180714100,"158,508","166,777","157,216"
2023-01-12,"168,042",169400900,"166,682","168,818","159,120"
2023-01-11,"167,579",183810800,"166,042","171,292","163,894"
2023-01-10,"161,636",167642500,"164,655","166,954","156,291"
2023-01-09,"162,887",190284000,"161,786","167,987","159,270"
2023-01-06,"153,762",220911100,"140,080","155,570","138,462"
2023-01-05,"150,062",157986300,"150,294","151,980","145,738"
2023-01-04,"154,550",180389000,"148,390","155,842","146,227"
2023-01-03,"147,016",231402800,"161,119","161,568","142,310"
2022-12-30,"167,525",157777300,"163,132","169,293","162,860"
2022-12-29,"165,675",221923300,"163,724","168,055","159,793"
2022-12-28,"153,286",221070500,"150,076","158,127","147,206"
2022-12-27,"148,376",208643400,"159,793","162,751","147,914"
2022-12-23,"167,484",166989700,"171,863","174,920","164,587"
2022-12-22,"170,476",210090300,"184,960","185,817","166,274"
2022-12-21,"187,095",145417400,"189,496","192,114","184,810"
2022-12-20,"187,408",159563300,"198,628","201,919","187,218"
2022-12-19,"203,823",139390600,"209,440","211,140","198,315"
2022-12-16,"204,313",139032200,"217,104","218,946","204,054"
2022-12-15,"214,431",122334500,"208,678","218,865","208,461"
2022-12-14,"213,248",140682300,"216,580","219,803","211,222"
2022-12-13,"218,892",175862700,"237,823","238,068","213,398"
2022-12-12,"228,235",109794500,"239,496","241,223","227,827"
2022-12-09,"243,508",104872300,"236,422","248,200","235,770"
2022-12-08,"235,878",97624490,"234,192","238,272","229,922"
2022-12-07,"236,694",84213280,"238,041","243,957","234,216"
2022-12-06,"244,555",92150820,"246,452","249,764","238,449"
2022-12-05,"248,132",93122670,"257,638","260,127","245,548"
2022-12-02,"265,010",73645920,"260,821","266,900","259,910"
2022-12-01,"264,792",80046210,"268,029","270,531","260,848"
2022-11-30,"264,792",109186400,"248,105","264,874","245,657"
2022-11-29,"245,929",83357110,"251,586","253,477","243,100"
2022-11-28,"248,771",93038150,"244,746","256,360","243,440"
2022-11-25,"248,690",50672740,"251,682","251,872","245,657"
2022-11-23,"249,152",109536700,"236,055","249,723","234,600"
2022-11-22,"231,078",78452330,"229,337","232,451","226,012"
2022-11-21,"228,303",92882710,"239,156","240,407","227,854"
2022-11-18,"245,058",76048870,"251,668","251,858","240,108"
2022-11-17,"249,111",64335970,"250,186","253,178","246,024"
2022-11-16,"254,211",66567600,"260,454","261,895","252,498"
2022-11-15,"264,411",91293790,"266,397","273,120","261,202"
2022-11-14,"259,692",92226650,"262,167","266,193","253,422"
2022-11-11,"266,519",114403600,"252,960","267,267","248,322"
2022-11-10,"259,379",132703000,"258,264","259,760","244,841"
2022-11-09,"241,522",127062700,"259,454","266,410","240,883"
2022-11-08,"260,168",128803400,"263,867","265,472","253,980"
2022-11-07,"268,029",93916520,"283,764","284,104","267,458"
2022-11-04,"282,159",98622210,"302,736","304,368","276,189"
2022-11-03,"292,822",56538850,"287,450","300,832","285,790"
2022-11-02,"292,373",63070290,"307,414","309,903","292,155"
2022-11-01,"309,835",62688820,"318,308","322,857","309,101"
2022-10-31,"309,454",61554340,"307,618","312,596","301,838"
2022-10-28,"310,787",69152390,"306,544","311,250","294,236"
2022-10-27,"306,122",61638820,"312,487","317,982","303,076"
2022-10-26,"305,510",85327080,"298,384","313,616","296,752"
2022-10-25,"302,484",96507870,"285,736","305,116","285,600"
2022-10-24,"287,300",100446800,"279,915","290,360","270,077"
2022-10-21,"291,638",75713750,"280,724","291,938","277,168"
2022-10-20,"281,901",117798100,"283,261","293,148","274,720"
2022-10-19,"301,974",66571480,"298,928","303,185","296,181"
2022-10-18,"299,458",75891910,"312,120","312,555","295,460"
2022-10-17,"298,316",79428810,"285,654","301,730","284,852"
2022-10-14,"278,786",94124510,"304,654","307,714","277,658"
2022-10-13,"301,539",91483050,"283,288","303,266","280,459"
2022-10-12,"295,446",66860700,"292,849","298,248","287,654"
2022-10-11,"294,440",77013200,"300,485","307,020","292,400"
2022-10-10,"303,226",67925020,"304,545","308,706","296,967"
2022-10-07,"303,375",83916800,"318,152","319,017","301,947"
2022-10-06,"323,857",69298440,"325,638","332,629","320,076"
2022-10-05,"327,502",86982670,"333,214","335,471","317,247"
2022-10-04,"339,238",109578500,"340,707","350,200","329,134"
2022-10-03,"329,664",98363540,"346,120","347,018","327,774"
2022-09-30,"360,740",67726600,"361,957","374,775","356,959"
2022-09-29,"364,766",77620640,"384,554","385,764","361,461"
2022-09-28,"391,422",54664810,"384,989","393,040","377,495"
2022-09-27,"384,798",61925190,"386,022","392,591","377,414"
2022-09-26,"375,374",58076910,"369,689","386,362","367,622"
2022-09-23,"374,449",63748360,"385,002","386,920","371,035"
2022-09-22,"392,482",70545410,"407,810","409,754","388,715"
2022-09-21,"409,088",62555660,"419,274","426,768","408,857"
2022-09-20,"419,873",61642780,"417,398","426,129","415,589"
2022-09-19,"420,335",60231160,"408,122","421,382","405,008"
2022-09-16,"412,556",87087790,"407,463","413,046","402,017"
2022-09-15,"413,100",64795520,"410,482","420,403","408,986"
2022-09-14,"411,550",72628650,"397,446","416,160","396,630"
2022-09-13,"397,297",68229620,"398,344","404,464","394,944"
2022-09-12,"414,011",48674600,"408,979","415,466","408,544"
2022-09-09,"407,565",54470850,"396,671","407,796","396,093"
2022-09-08,"393,394",53713120,"382,568","393,720","380,474"
2022-09-07,"385,832",50028920,"371,416","386,022","370,287"
2022-09-06,"373,211",55859980,"370,838","375,346","361,406"
2022-09-02,"367,486",50890090,"382,248","383,996","365,949"
2022-09-01,"376,938",54287020,"370,702","377,509","361,964"
2022-08-31,"374,830",52107340,"381,643","382,500","369,662"
2022-08-30,"377,672",50541760,"391,496","392,333","370,804"
2022-08-29,"387,355",41864740,"384,649","391,326","381,752"
2022-08-26,"391,802",57163950,"404,505","410,720","390,959"
2022-08-25,"402,655",53230010,"411,210","412,026","396,576"
2022-08-24,"404,051",57259716,"404,686","412,959","403,240"
2022-08-23,"403,176",63985056,"396,376","406,404","391,576"
2022-08-22,"394,282",55843356,"397,002","397,664","389,363"
2022-08-19,"403,467",61395396,"406,640","408,490","397,800"
2022-08-18,"411,903",47500535,"416,160","416,840","410,520"
2022-08-17,"413,435",68765977,"412,619","421,133","408,045"
2022-08-16,"416,926",88136319,"423,867","427,947","411,921"
2022-08-15,"420,675",89359179,"410,430","425,861","409,673"
2022-08-12,"408,041",79657298,"393,604","408,218","387,645"
2022-08-11,"389,817",70155067,"403,258","405,602","388,733"
2022-08-10,"400,325",94918869,"404,011","404,614","385,383"
2022-08-09,"385,333",86244699,"394,799","397,659","379,920"
2022-08-08,"394,976",99365290,"401,200","415,072","393,156"
2022-08-05,"391,911",113172911,"411,631","414,265","388,341"
2022-08-04,"419,741",72256327,"422,960","426,505","414,800"
2022-08-03,"418,059",80091128,"414,800","420,988","409,564"
2022-08-02,"408,798",95577490,"399,844","418,653","398,027"
2022-08-01,"404,296",117042912,"409,734","424,154","401,200"
2022-07-29,"404,124",95312890,"381,752","405,715","379,576"
2022-07-28,"382,024",84723008,"380,891","385,288","371,008"
2022-07-27,"373,755",88110009,"358,782","375,259","356,034"
2022-07-26,"352,050",66820777,"362,458","363,541","348,518"
2022-07-25,"365,069",64073526,"370,215","372,839","363,664"
2022-07-22,"370,251",103472860,"375,659","381,870","368,170"
2022-07-21,"369,521",142032194,"346,945","371,643","346,619"
2022-07-20,"336,600",88864089,"335,625","340,902","331,137"
2022-07-19,"333,921",80890118,"333,200","336,110","322,288"
2022-07-18,"327,143",82537448,"333,114","340,703","325,860"
2022-07-15,"326,491",69683017,"326,400","331,328","322,170"
2022-07-14,"324,106",78557498,"319,459","324,568","311,893"
2022-07-13,"322,374",97954510,"306,680","329,201","306,045"
2022-07-12,"316,975",87930969,"322,111","326,092","310,581"
2022-07-11,"318,707",99509230,"342,860","344,166","317,732"
2022-07-08,"341,038",101854090,"329,573","346,773","327,980"
2022-07-07,"332,579",81930698,"318,131","333,692","315,806"
2022-07-06,"315,157",71853637,"313,861","319,006","308,974"
2022-07-05,"316,971",84779108,"303,280","317,079","293,987"
2022-07-01,"309,078",74460457,"308,720","313,113","302,083"
2022-06-30,"305,284",94600449,"305,334","312,061","297,654"
