날짜,종가,거래량,시가,최고가,최저가
2020-07-16,"136,058",214511743,"133,929","138,875","132,917"
2020-07-15,"140,172",245517327,"139,899","140,533","132,101"
2020-07-14,"137,523",351271924,"141,077","144,160","129,744"
2020-07-13,"135,733",584780108,"150,416","162,746","133,381"
2020-07-10,"140,048",350063075,"126,571","140,435","124,758"
2020-07-09,"126,415",175763912,"126,660","127,709","122,516"
2020-07-08,"123,840",244669528,"127,387","128,498","118,895"
2020-07-07,"126,014",322344739,"127,388","129,608","121,195"
2020-07-06,"124,357",308547746,"115,753","124,920","114,788"
2020-07-02,"109,585",258751671,"110,748","111,339","107,494"
2020-07-01,"101,513",199903400,"98,192","102,937","97,965"
2020-06-30,"97,903",253777373,"91,256","98,617","91,005"
2020-06-29,"91,514",135395992,"87,857","91,573","85,999"
2020-06-26,"87,016",132823554,"90,193","90,213","86,575"
2020-06-25,"89,396",138818166,"86,520","89,396","84,968"
2020-06-24,"87,117",164393768,"90,133","90,747","86,418"
2020-06-23,"90,828",95479017,"90,565","91,755","90,124"
2020-06-22,"90,152",95435202,"90,662","91,472","89,762"
2020-06-19,"90,748",130196170,"91,825","92,115","89,882"
2020-06-18,"91,026",146278967,"90,939","92,408","90,165"
2020-06-17,"89,922",148361926,"89,552","91,120","89,087"
2020-06-16,"89,047",210766095,"91,741","91,835","87,257"
2020-06-15,"89,842",235457582,"83,213","90,562","82,371"
2020-06-12,"84,799",251450424,"88,853","89,577","82,742"
2020-06-11,"88,204",238747081,"89,778","92,386","88,128"
2020-06-10,"92,938",278451011,"89,931","93,158","89,080"
2020-06-09,"85,288",170822165,"85,228","86,536","83,770"
2020-06-08,"86,126",212620844,"83,323","86,133","82,431"
2020-06-05,"80,300",117178696,"79,591","80,378","78,536"
2020-06-04,"78,371",133315628,"80,683","81,215","77,832"
2020-06-03,"80,055",119241975,"80,523","81,413","79,796"
2020-06-02,"79,928",203483898,"81,120","82,385","78,971"
2020-06-01,"81,428",226279387,"77,792","81,509","77,438"
2020-05-29,"75,707",177187261,"73,327","75,707","72,915"
2020-05-28,"73,060",109136555,"73,758","74,777","72,687"
2020-05-27,"74,368",173242863,"74,425","75,046","71,173"
2020-05-26,"74,244",121345979,"75,661","75,670","73,957"
2020-05-22,"74,064",149812050,"74,544","75,415","73,621"
2020-05-21,"75,036",183818608,"73,984","75,480","72,171"
2020-05-20,"73,944",109639010,"74,392","74,891","73,603"
2020-05-19,"73,260",144547758,"73,909","74,534","73,085"
2020-05-18,"73,769",175471412,"75,052","75,681","72,885"
2020-05-15,"72,458",157776371,"71,658","72,991","71,314"
2020-05-14,"72,835",205232747,"70,720","72,838","69,269"
2020-05-13,"71,714",285982207,"74,422","74,891","69,206"
2020-05-12,"73,387",238603531,"74,981","76,458","73,259"
2020-05-11,"73,557",247793876,"71,673","74,709","71,173"
2020-05-08,"74,294",241951229,"71,968","74,709","71,356"
2020-05-07,"70,724",172915264,"70,467","72,207","70,026"
2020-05-06,"70,954",166848367,"70,403","71,609","69,007"
2020-05-05,"69,651",254874773,"71,608","72,436","69,104"
2020-05-04,"69,015",288556206,"63,557","69,088","63,285"
2020-05-01,"63,586",487976906,"68,453","70,064","61,929"
2020-04-30,"70,891",427077536,"77,537","78,864","69,224"
2020-04-29,"72,580",243239578,"71,642","72,824","71,007"
2020-04-28,"69,734",228329286,"72,138","72,987","68,607"
2020-04-27,"72,420",310221445,"66,877","72,487","66,640"
2020-04-24,"65,747",198564051,"64,447","66,253","63,302"
2020-04-23,"63,977",198550401,"65,969","66,549","63,751"
2020-04-22,"66,378",213372343,"63,828","66,549","62,443"
2020-04-21,"62,263",303136198,"66,198","68,302","61,090"
2020-04-20,"67,670",221195439,"66,432","69,412","64,574"
2020-04-17,"68,353",196923352,"70,020","70,262","67,788"
2020-04-16,"67,566",309867745,"65,003","68,857","64,076"
2020-04-15,"66,171",353654823,"67,275","68,284","64,373"
2020-04-14,"64,363",458647421,"63,373","67,264","62,780"
2020-04-13,"59,020",337131131,"53,508","59,115","52,635"
2020-04-09,"51,952",204749898,"50,963","52,150","50,511"
2020-04-08,"49,762",189840205,"50,248","50,520","48,355"
2020-04-07,"49,454",268796566,"49,413","51,227","48,266"
2020-04-06,"46,806",223527488,"46,349","47,237","45,148"
2020-04-03,"43,521",338431031,"46,195","46,738","42,467"
2020-04-02,"41,205",297876301,"43,613","44,813","40,474"
2020-04-01,"43,661",200297600,"45,696","46,599","43,076"
2020-03-31,"47,509",266572217,"45,447","49,228","45,061"
2020-03-30,"45,527",179970960,"46,264","46,843","44,538"
2020-03-27,"46,635",215661042,"45,787","47,673","44,792"
2020-03-26,"47,887",261331069,"49,630","50,773","46,444"
2020-03-25,"48,892",318341091,"49,436","50,501","46,341"
2020-03-24,"45,787",343427378,"43,275","46,575","42,976"
2020-03-23,"39,376",246818127,"39,313","40,075","37,219"
2020-03-20,"38,763",424282288,"39,730","43,248","38,605"
2020-03-19,"38,773",452931674,"33,973","40,981","32,500"
2020-03-18,"32,751",356792222,"35,269","36,707","31,780"
2020-03-17,"39,005",359918520,"39,894","42,781","35,904"
2020-03-16,"40,353",307341746,"42,568","44,868","40,090"
2020-03-13,"49,560",339603580,"53,947","55,086","45,515"
2020-03-12,"50,823",283635608,"52,667","53,901","49,527"
2020-03-11,"57,504",201203749,"58,045","59,258","55,579"
2020-03-10,"58,510",233916483,"59,788","60,565","55,125"
2020-03-09,"55,125",256105972,"54,889","60,112","54,853"
2020-03-06,"63,782",189943705,"62,560","64,101","62,040"
2020-03-05,"65,692",162789819,"65,622","67,615","65,105"
2020-03-04,"67,955",225734587,"69,266","69,498","65,709"
2020-03-03,"67,593",386759807,"72,987","73,166","64,927"
2020-03-02,"67,422",302924699,"64,488","67,428","62,258"
2020-02-28,"60,564",368462366,"57,093","62,607","55,444"
2020-02-27,"61,563",364157218,"66,187","67,072","60,656"
2020-02-26,"70,611",212307494,"70,947","73,740","70,367"
2020-02-25,"72,525",259357070,"76,976","77,665","71,355"
2020-02-24,"75,597",227882286,"76,069","78,291","74,546"
2020-02-21,"81,691",215091642,"82,233","82,784","79,828"
2020-02-20,"81,547",264523218,"82,684","82,688","77,968"
2020-02-19,"83,180",381344209,"83,731","85,660","81,692"
2020-02-18,"77,828",250475425,"76,305","77,973","75,467"
2020-02-14,"72,536",235405532,"71,375","73,709","71,219"
2020-02-13,"72,896",394340053,"67,260","74,165","66,640"
2020-02-12,"69,568",180336960,"70,527","71,604","69,212"
2020-02-11,"70,211",175461962,"69,704","71,038","68,725"
2020-02-10,"69,929",370337215,"72,533","74,346","68,218"
2020-02-07,"67,825",255952672,"66,237","69,791","66,187"
2020-02-06,"67,906",598210951,"63,460","72,155","62,288"
2020-02-05,"66,613",726357237,"74,642","76,702","63,839"
2020-02-04,"80,427",914080943,"80,055","87,855","75,605"
2020-02-03,"70,720",708502146,"61,081","71,277","61,066"
2020-01-31,"58,985",235788932,"58,027","59,205","57,348"
2020-01-30,"58,100",435084982,"57,340","59,013","56,032"
2020-01-29,"52,676",273249913,"52,196","53,475","51,447"
2020-01-28,"51,399",176827262,"51,543","52,297","50,599"
2020-01-27,"50,594",204120948,"49,140","51,176","48,895"
2020-01-24,"51,210",215303892,"51,737","52,030","50,253"
2020-01-23,"51,880",294765453,"51,159","52,768","50,375"
2020-01-22,"51,640",470535215,"51,851","53,901","50,692"
2020-01-21,"49,613",267051916,"48,076","49,738","47,909"
2020-01-17,"46,285",204435948,"46,023","46,754","45,620"
2020-01-16,"46,556",326049587,"44,767","46,644","44,623"
2020-01-15,"47,011",260532320,"48,032","48,764","46,855"
2020-01-14,"48,772",435920482,"49,346","49,632","47,591"
2020-01-13,"47,587",399518050,"44,744","47,657","44,608"
2020-01-10,"43,352",194652353,"43,682","43,968","42,949"
2020-01-09,"43,641",426947637,"45,070","45,224","42,874"
2020-01-08,"44,621",467990616,"42,949","45,196","42,453"
2020-01-07,"42,528",273136963,"41,834","42,761","41,104"
2020-01-06,"40,940",152362424,"39,936","40,941","39,893"
2020-01-03,"40,166",266920367,"39,939","41,163","39,614"
2020-01-02,"39,010",143375718,"38,488","39,050","38,235"
2019-12-31,"37,929",154386823,"36,720","38,197","36,455"
2019-12-30,"37,600",189018955,"38,877","38,896","37,106"
2019-12-27,"39,021",149352330,"39,440","39,468","38,634"
2019-12-26,"39,072",159724270,"38,797","39,302","38,656"
2019-12-24,"38,556",120820740,"37,931","38,576","37,417"
2019-12-23,"38,009",199992200,"37,335","38,262","37,173"
2019-12-20,"36,773",221778039,"37,200","37,445","36,283"
2019-12-19,"36,633",271804514,"36,024","36,888","35,949"
2019-12-18,"35,646",212045744,"34,510","35,833","34,506"
2019-12-17,"34,362",127556561,"34,362","34,952","34,082"
2019-12-16,"34,589",273313963,"32,871","34,781","32,867"
2019-12-13,"32,494",98614166,"32,735","33,112","32,154"
2019-12-12,"32,611",116643107,"32,179","32,888","32,026"
2019-12-11,"31,978",103787378,"31,903","32,385","31,832"
2019-12-10,"31,628",132599199,"30,823","31,800","30,764"
2019-12-09,"30,784",135603187,"30,517","31,230","30,381"
2019-12-06,"30,454",114283998,"30,373","30,723","30,352"
2019-12-05,"29,954",56054612,"30,177","30,321","29,671"
2019-12-04,"30,195",83043783,"30,623","30,633","30,178"
2019-12-03,"30,482",99202090,"30,158","30,637","30,118"
2019-12-02,"30,362",91229744,"29,866","30,499","29,801"
2019-11-29,"29,915",36984417,"30,021","30,034","29,693"
2019-11-27,"30,037",83451843,"30,022","30,276","29,790"
2019-11-26,"29,822",119343525,"30,398","30,419","29,657"
2019-11-25,"30,495",185186457,"31,218","31,241","30,324"
2019-11-22,"30,196",253059473,"30,841","30,917","29,920"
2019-11-21,"32,171",91650149,"32,142","32,716","32,096"
2019-11-20,"31,935",101009424,"32,640","32,749","31,694"
2019-11-19,"32,596",116041112,"31,892","32,639","31,534"
2019-11-18,"31,732",66127542,"31,998","32,019","31,380"
2019-11-15,"31,930",72188409,"31,791","31,987","31,585"
2019-11-14,"31,674",97075496,"31,381","32,081","31,091"
2019-11-13,"31,381",127017881,"32,187","32,307","31,296"
2019-11-12,"31,727",110390690,"31,452","31,767","31,193"
2019-11-11,"31,288",149905260,"31,185","31,660","31,008"
2019-11-08,"30,567",91113269,"30,328","30,596","30,147"
2019-11-07,"30,422",217010141,"29,842","30,963","29,740"
2019-11-06,"29,610",119113920,"28,832","29,623","28,515"
2019-11-05,"28,761",104151203,"28,979","29,332","28,661"
2019-11-04,"28,784",131805534,"28,542","29,189","28,040"
2019-11-01,"28,407",95758887,"28,680","28,694","28,088"
2019-10-31,"28,553",76004302,"28,388","28,923","28,379"
2019-10-30,"28,561",144627078,"28,379","28,904","28,104"
2019-10-29,"28,671",190263955,"29,012","29,403","28,537"
2019-10-28,"29,712",283054208,"29,697","30,903","29,249"
2019-10-25,"29,750",450091125,"26,993","29,920","26,847"
2019-10-24,"27,171",447288226,"27,052","27,647","26,221"
2019-10-23,"23,091",168242616,"23,075","23,223","22,789"
2019-10-22,"23,173",69376390,"23,058","23,422","22,744"
2019-10-21,"22,984",76621477,"23,422","23,528","22,683"
2019-10-18,"23,297",86304947,"23,637","23,827","23,129"
2019-10-17,"23,752",71685609,"23,800","24,007","23,589"
2019-10-16,"23,551",100564495,"23,337","23,764","23,294"
2019-10-15,"23,382",97191791,"23,365","23,573","23,040"
2019-10-14,"23,298",153402823,"22,476","23,442","22,406"
2019-10-11,"22,475",127322321,"22,408","22,765","22,377"
2019-10-10,"22,190",94701208,"22,239","22,601","21,903"
2019-10-09,"22,171",104025443,"21,880","22,421","21,819"
2019-10-08,"21,764",130535005,"21,386","22,117","21,261"
2019-10-07,"21,553",121304294,"20,835","21,629","20,722"
2019-10-04,"20,983",120317640,"20,999","21,287","20,678"
2019-10-03,"21,128",227066286,"21,022","21,260","20,335"
2019-10-02,"22,044",93848173,"22,058","22,182","21,708"
2019-10-01,"22,185",92944304,"21,896","22,300","21,681"
2019-09-30,"21,839",89192370,"22,032","22,121","21,407"
2019-09-27,"21,953",166847617,"21,960","22,550","21,645"
2019-09-26,"21,992",181181759,"20,913","22,060","20,618"
2019-09-25,"20,736",141664219,"20,360","20,761","19,798"
2019-09-24,"20,238",194116553,"21,898","21,940","20,183"
2019-09-23,"21,872",65874417,"21,760","22,230","21,689"
2019-09-20,"21,816",97593911,"22,348","22,390","21,593"
2019-09-19,"22,358",73246988,"22,304","22,480","22,199"
2019-09-18,"22,076",63421513,"22,213","22,501","21,975"
2019-09-17,"22,194",59203605,"21,984","22,268","21,794"
2019-09-16,"22,015",70921405,"22,304","22,434","21,866"
2019-09-13,"22,232",79697135,"22,391","22,526","22,201"
2019-09-12,"22,292",128718086,"22,458","22,984","22,159"
2019-09-11,"22,404",150641625,"21,522","22,501","21,397"
2019-09-10,"21,356",73255673,"20,926","21,356","20,757"
2019-09-09,"21,016",72039999,"20,853","21,194","20,784"
2019-09-06,"20,622",62840549,"20,600","20,821","20,415"
2019-09-05,"20,815",111049774,"20,173","20,835","20,024"
2019-09-04,"20,008",86530397,"20,571","20,714","19,875"
2019-09-03,"20,401",80408150,"20,317","20,758","20,233"
2019-08-30,"20,455",139916555,"20,776","21,075","20,329"
2019-08-29,"20,102",77746521,"19,856","20,255","19,765"
2019-08-28,"19,547",48579351,"19,375","19,697","19,249"
2019-08-27,"19,410",81310864,"19,560","19,838","19,224"
2019-08-26,"19,493",75816172,"19,366","19,495","19,180"
2019-08-23,"19,167",128395496,"19,944","20,053","19,131"
2019-08-22,"20,142",98474411,"20,200","20,436","19,785"
2019-08-21,"20,022",116996102,"20,129","20,239","19,729"
2019-08-20,"20,478",62557874,"20,638","20,771","20,358"
2019-08-19,"20,566",79676180,"20,328","20,657","20,101"
2019-08-16,"19,941",78110601,"19,644","20,150","19,586"
2019-08-15,"19,551",123479218,"20,025","20,088","19,180"
2019-08-14,"19,912",143438793,"20,963","20,989","19,647"
2019-08-13,"21,307",73034933,"20,745","21,397","20,631"
2019-08-12,"20,764",69959020,"21,124","21,376","20,740"
2019-08-09,"21,308",58473631,"21,402","21,666","21,199"
2019-08-08,"21,606",79115195,"21,257","21,742","21,094"
2019-08-07,"21,163",71647464,"20,536","21,177","20,472"
2019-08-06,"20,921",83462958,"21,024","21,080","20,468"
2019-08-05,"20,701",105424132,"20,817","20,977","20,470"
2019-08-02,"21,247",92047169,"20,976","21,422","20,784"
2019-08-01,"21,202",123892678,"22,000","22,169","21,014"
2019-07-31,"21,906",137673051,"22,032","22,366","21,456"
2019-07-30,"21,965",121635149,"21,116","22,065","21,051"
2019-07-29,"21,376",139099895,"20,589","21,392","20,494"
2019-07-26,"20,676",150415425,"20,574","20,877","20,151"
2019-07-25,"20,746",336273582,"21,171","21,261","20,450"
2019-07-24,"24,016",166092517,"23,498","24,124","23,407"
2019-07-23,"23,589",75346777,"23,275","23,617","23,075"
2019-07-22,"23,182",102694044,"23,460","23,769","23,047"
2019-07-19,"23,408",105726097,"23,183","23,570","23,086"
2019-07-18,"22,988",71467209,"23,124","23,188","22,838"
2019-07-17,"23,107",146470832,"23,181","23,420","22,970"
2019-07-16,"22,882",122234774,"22,603","22,987","22,479"
2019-07-15,"22,984",165001267,"22,485","23,067","22,201"
2019-07-12,"22,221",138007746,"21,737","22,248","21,734"
2019-07-11,"21,633",112716394,"21,591","21,896","21,379"
2019-07-10,"21,662",137185971,"21,230","21,664","21,138"
2019-07-09,"20,859",92862479,"20,760","20,944","20,607"
2019-07-08,"20,884",88208086,"20,966","21,057","20,732"
2019-07-05,"21,134",105986017,"21,268","21,348","20,926"
2019-07-03,"21,298",213017143,"21,705","21,902","21,262"
2019-07-02,"20,359",138885336,"20,753","20,776","20,148"
2019-07-01,"20,597",123569398,"20,872","21,134","20,516"
2019-06-28,"20,260",102770709,"20,036","20,415","20,019"
2019-06-27,"20,204",95095602,"19,897","20,210","19,706"
2019-06-26,"19,880",127608056,"19,975","20,602","19,774"
2019-06-25,"19,925",92731019,"20,345","20,431","19,900"
2019-06-24,"20,277",86261522,"20,240","20,478","20,039"
2019-06-21,"20,115",123031108,"19,604","20,144","19,539"
2019-06-20,"19,912",177951811,"20,219","20,572","19,616"
2019-06-19,"20,530",98626976,"20,410","20,651","20,043"
2019-06-18,"20,376",190736755,"20,737","21,283","20,179"
2019-06-17,"20,403",184751908,"19,537","20,581","19,427"
2019-06-14,"19,486",111500974,"19,153","19,643","19,076"
2019-06-13,"19,395",122523839,"19,074","19,484","18,814"
2019-06-12,"18,973",227962986,"20,214","20,253","18,949"
2019-06-11,"19,684",174803013,"19,869","20,028","19,357"
2019-06-10,"19,301",158775521,"19,063","19,669","18,950"
2019-06-07,"18,541",240052830,"18,587","19,117","18,451"
2019-06-06,"18,673",303632098,"18,536","19,131","18,296"
2019-06-05,"17,824",202661299,"18,014","18,249","17,394"
2019-06-04,"17,553",207112696,"16,420","17,588","16,285"
2019-06-03,"16,227",195966052,"16,820","16,926","16,047"
2019-05-31,"16,788",156100872,"16,782","17,220","16,692"
2019-05-30,"17,065",118897066,"17,113","17,431","16,956"
2019-05-29,"17,214",179529510,"16,964","17,443","16,777"
2019-05-28,"17,109",154693423,"17,336","17,680","17,032"
2019-05-24,"17,284",212048444,"18,118","18,132","17,113"
2019-05-23,"17,724",398206901,"17,620","18,085","16,884"
2019-05-22,"17,474",280277710,"18,052","18,491","17,388"
2019-05-21,"18,594",270058365,"17,930","18,804","17,774"
2019-05-20,"18,619",307892846,"18,387","18,677","17,703"
2019-05-17,"19,133",266799917,"20,124","20,150","18,942"
2019-05-16,"20,702",112249039,"20,807","20,944","20,536"
2019-05-15,"21,030",109439585,"20,792","21,075","20,423"
2019-05-14,"21,063",108786126,"20,790","21,261","20,672"
2019-05-13,"20,582",162521919,"21,036","21,077","20,355"
2019-05-10,"21,716",105124987,"21,737","21,940","21,399"
2019-05-09,"21,940",100670680,"21,941","22,094","21,483"
2019-05-08,"22,199",92646554,"22,389","22,721","22,141"
2019-05-07,"22,400",151971074,"23,283","23,320","22,222"
